<VarList>
var.group[0].here[0],var.group[0].here[1],var.group[0].here[2],var.group[0].setpoint[0],var.group[0].setpoint[1],var.group[0].setpoint[2],var.group[0].vtfb
<SampleList>
|273;630.929,241.409,601.998,630.929,241.409,601.998,0.084
|274;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|275;630.929,241.409,601.998,630.929,241.409,601.998,0.029
|276;630.929,241.409,601.998,630.929,241.409,601.998,0.062
|277;630.929,241.409,601.998,630.929,241.409,601.998,0.077
|278;630.929,241.409,601.998,630.929,241.409,601.998,0
|279;630.929,241.409,601.999,630.929,241.409,601.998,0.085
|280;630.929,241.409,601.998,630.929,241.409,601.998,0.125
|281;630.929,241.409,601.998,630.929,241.409,601.998,0.024
|282;630.929,241.409,601.998,630.929,241.409,601.998,0.078
|283;630.929,241.409,601.998,630.929,241.409,601.998,0.154
|284;630.929,241.409,601.998,630.929,241.409,601.998,0.029
|285;630.93,241.409,601.998,630.929,241.409,601.998,0.105
|286;630.929,241.409,601.998,630.929,241.409,601.998,0.148
|287;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|288;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|289;630.93,241.409,601.998,630.929,241.409,601.998,0.085
|290;630.929,241.409,601.998,630.929,241.409,601.998,0.096
|291;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|292;630.929,241.409,601.998,630.929,241.409,601.998,0.029
|293;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|294;630.929,241.409,601.998,630.929,241.409,601.998,0.029
|295;630.93,241.409,601.998,630.929,241.409,601.998,0.096
|296;630.93,241.409,601.998,630.929,241.409,601.998,0.075
|297;630.93,241.409,601.998,630.929,241.409,601.998,0.085
|298;630.93,241.409,601.998,630.929,241.409,601.998,0.081
|299;630.929,241.408,601.998,630.929,241.409,601.998,0.077
|300;630.929,241.408,601.998,630.929,241.409,601.998,0.067
|301;630.929,241.409,601.998,630.929,241.409,601.998,0.146
|302;630.929,241.409,601.998,630.929,241.409,601.998,0.075
|303;630.929,241.409,601.997,630.929,241.409,601.998,0.097
|304;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|305;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|306;630.929,241.409,601.999,630.929,241.409,601.998,0.139
|307;630.929,241.409,601.999,630.929,241.409,601.998,0.075
|308;630.93,241.409,601.999,630.929,241.409,601.998,0.077
|309;630.929,241.409,601.999,630.929,241.409,601.998,0.081
|310;630.93,241.409,601.998,630.929,241.409,601.998,0.164
|311;630.929,241.409,601.998,630.929,241.409,601.998,0.128
|312;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|313;630.929,241.409,601.998,630.929,241.409,601.998,0
|314;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|315;630.93,241.409,601.998,630.929,241.409,601.998,0.078
|316;630.929,241.409,601.998,630.929,241.409,601.998,0.093
|317;630.929,241.409,601.998,630.929,241.409,601.998,0.121
|318;630.929,241.409,601.998,630.929,241.409,601.998,0.099
|319;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|320;630.929,241.409,601.999,630.929,241.409,601.998,0.126
|321;630.929,241.409,601.999,630.929,241.409,601.998,0.024
|322;630.93,241.409,601.998,630.929,241.409,601.998,0.148
|323;630.93,241.409,601.998,630.929,241.409,601.998,0.083
|324;630.93,241.409,601.998,630.929,241.409,601.998,0.09
|325;630.93,241.409,601.998,630.929,241.409,601.998,0.129
|326;630.93,241.409,601.998,630.929,241.409,601.998,0.106
|327;630.93,241.409,601.998,630.929,241.409,601.998,0.091
|328;630.929,241.409,601.998,630.929,241.409,601.998,0.067
|329;630.929,241.409,601.999,630.929,241.409,601.998,0.101
|330;630.929,241.409,601.998,630.929,241.409,601.998,0.101
|331;630.929,241.409,601.998,630.929,241.409,601.998,0
|332;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|333;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|334;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|335;630.929,241.409,601.998,630.929,241.409,601.998,0.065
|336;630.929,241.409,601.998,630.929,241.409,601.998,0.143
|337;630.929,241.409,601.998,630.929,241.409,601.998,0.024
|338;630.929,241.409,601.997,630.929,241.409,601.998,0.081
|339;630.929,241.409,601.997,630.929,241.409,601.998,0.077
|340;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|341;630.929,241.409,601.997,630.929,241.409,601.998,0.096
|342;630.929,241.409,601.998,630.929,241.409,601.998,0.085
|343;630.929,241.409,601.998,630.929,241.409,601.998,0.077
|344;630.929,241.409,601.998,630.929,241.409,601.998,0.077
|345;630.929,241.409,601.998,630.929,241.409,601.998,0.162
|346;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|347;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|348;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|349;630.93,241.409,601.998,630.929,241.409,601.998,0.094
|350;630.93,241.409,601.998,630.929,241.409,601.998,0.148
|351;630.929,241.41,601.998,630.929,241.409,601.998,0.124
|352;630.929,241.41,601.998,630.929,241.409,601.998,0.151
|353;630.929,241.41,601.998,630.929,241.409,601.998,0.015
|354;630.929,241.41,601.998,630.929,241.409,601.998,0.038
|355;630.929,241.41,601.998,630.929,241.409,601.998,0.038
|356;630.929,241.41,601.998,630.929,241.409,601.998,0.084
|357;630.929,241.41,601.998,630.929,241.409,601.998,0.154
|358;630.929,241.409,601.998,630.929,241.409,601.998,0.108
|359;630.929,241.409,601.998,630.929,241.409,601.998,0.114
|360;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|361;630.929,241.409,601.998,630.929,241.409,601.998,0.038
|362;630.929,241.409,601.998,630.929,241.409,601.998,0.111
|363;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|364;630.929,241.41,601.998,630.929,241.409,601.998,0.084
|365;630.929,241.409,601.998,630.929,241.409,601.998,0.154
|366;630.929,241.409,601.998,630.929,241.409,601.998,0.085
|367;630.929,241.409,601.998,630.929,241.409,601.998,0.075
|368;630.929,241.409,601.998,630.929,241.409,601.998,0.089
|369;630.93,241.409,601.998,630.929,241.409,601.998,0.081
|370;630.929,241.409,601.998,630.929,241.409,601.998,0.067
|371;630.929,241.409,601.998,630.929,241.409,601.998,0.075
|372;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|373;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|374;630.929,241.409,601.999,630.929,241.409,601.998,0.107
|375;630.93,241.409,601.998,630.929,241.409,601.998,0.161
|376;630.93,241.409,601.998,630.929,241.409,601.998,0.078
|377;630.93,241.409,601.998,630.929,241.409,601.998,0.101
|378;630.93,241.409,601.998,630.929,241.409,601.998,0.096
|379;630.93,241.41,601.998,630.929,241.409,601.998,0.095
|380;630.929,241.41,601.998,630.929,241.409,601.998,0.096
|381;630.929,241.41,601.998,630.929,241.409,601.998,0.075
|382;630.929,241.41,601.998,630.929,241.409,601.998,0
|383;630.929,241.409,601.998,630.929,241.409,601.998,0.134
|384;630.929,241.409,601.998,630.929,241.409,601.998,0.108
|385;630.93,241.409,601.998,630.929,241.409,601.998,0.077
|386;630.93,241.409,601.998,630.929,241.409,601.998,0.015
|387;630.93,241.409,601.998,630.929,241.409,601.998,0.077
|388;630.929,241.409,601.998,630.929,241.409,601.998,0.089
|389;630.929,241.409,601.998,630.929,241.409,601.998,0.097
|390;630.93,241.409,601.998,630.929,241.409,601.998,0.096
|391;630.93,241.409,601.998,630.929,241.409,601.998,0.058
|392;630.93,241.409,601.997,630.929,241.409,601.998,0.106
|393;630.93,241.409,601.998,630.929,241.409,601.998,0.081
|394;630.93,241.409,601.998,630.929,241.409,601.998,0.015
|395;630.929,241.409,601.998,630.929,241.409,601.998,0.098
|396;630.929,241.409,601.998,630.929,241.409,601.998,0.065
|397;630.93,241.409,601.998,630.929,241.409,601.998,0.106
|398;630.929,241.409,601.998,630.929,241.409,601.998,0.107
|399;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|400;630.929,241.409,601.998,630.929,241.409,601.998,0.024
|401;630.929,241.409,601.998,630.929,241.409,601.998,0.093
|402;630.929,241.409,601.998,630.929,241.409,601.998,0.093
|403;630.93,241.409,601.998,630.929,241.409,601.998,0.075
